gene	Cardiomyocyte	Chondrocyte	Choroid plexus	Dorsal midbrain neuron	Endothelial cell	Epithelial cell	Erythrocyte	Facial fibroblast	Fibroblast	Forebrain neuron	Forebrain radial glia cell	Ganglion	Hepatocyte	Immune cell	Keratinocyte	Limb fibroblast	Macrophage	Meninges cell	Mid-/hindbrain and spinal cord neuron	Myoblast	Olfactory epithelial cell	Radial glia cell	Smooth muscle cell	Spinal cord neuron	Thalamus neuron
1110017D15Rik	2.2184e-05	3.85249e-05	0.00114694	7.6892e-05	3.03385e-05	0.000197984	1.55107e-05	3.15619e-05	2.6332e-05	2.75204e-05	8.96659e-05	7.61119e-05	6.70908e-06	1.94002e-05	4.09575e-05	1.63542e-05	3.18519e-05	5.33999e-05	7.03981e-05	1.6275e-05	0.000507863	0.000212718	3.55144e-05	8.03473e-05	6.20674e-05
1110035H17Rik	3.20423e-06	2.44033e-06	0	9.53176e-06	1.08817e-05	8.86296e-06	9.10214e-07	0	5.27381e-06	1.70338e-06	3.30602e-06	9.20392e-06	2.30272e-07	0	0	3.00921e-06	4.15753e-06	1.75818e-06	3.95376e-06	2.83955e-06	1.58776e-05	9.9374e-06	3.09135e-06	5.25019e-06	3.90238e-06
1190001M18Rik	2.13872e-06	2.80899e-06	0	4.71105e-06	9.66375e-06	1.5002e-05	1.56154e-06	9.13243e-06	9.57317e-06	5.86086e-07	9.28661e-06	4.40705e-06	0	2.39887e-06	8.68936e-06	4.37103e-06	6.59908e-06	3.62429e-06	4.6737e-07	4.67287e-06	6.71028e-06	1.56198e-06	7.55265e-06	3.07495e-06	0
1300014J16Rik	3.15103e-06	4.73287e-06	0	4.14297e-06	9.97034e-07	7.47446e-06	1.04079e-06	1.90732e-06	3.06397e-06	1.62026e-06	4.48509e-06	8.37375e-06	1.33491e-07	6.10873e-06	7.90812e-06	1.14318e-05	1.12079e-06	1.45058e-06	1.66928e-06	5.07989e-06	2.12762e-05	4.59479e-06	6.14326e-07	9.77988e-07	2.0355e-06
1500015O10Rik	6.91401e-05	0.00088381	0.00306107	7.45092e-05	0.000353074	0.000340314	0.000132704	0.000252114	0.000920294	9.52347e-05	0.000201535	0.000182811	4.22023e-05	0.000259906	0.000187433	0.000830574	0.000482272	0.000986723	8.35103e-05	0.000159533	0.000135054	0.000478801	0.000256983	7.63998e-05	5.5374e-05
1700007K13Rik	3.43511e-06	8.43487e-06	0.00026695	3.552e-06	8.93519e-06	9.52749e-05	2.39572e-06	2.90097e-05	9.43396e-06	1.2984e-05	1.8502e-05	2.58994e-05	2.39558e-06	2.2039e-06	1.62255e-05	5.45586e-06	1.67203e-05	2.80542e-05	1.85907e-05	4.07784e-06	0.000168879	0.00022823	1.45592e-05	1.45707e-05	0
1700011H14Rik	2.02483e-06	1.47157e-05	7.84775e-05	1.0594e-05	2.37847e-05	0.000160986	7.37264e-06	1.1082e-05	9.84295e-06	5.72243e-06	9.61687e-06	1.89953e-05	3.80254e-06	1.02797e-05	1.3416e-05	1.01971e-05	1.87992e-05	8.83348e-06	6.5321e-06	8.71206e-06	1.98446e-05	9.0444e-05	2.20766e-05	1.8355e-06	9.7133e-06
1700012B09Rik	1.81079e-06	1.19481e-05	0.000737516	0	9.46596e-06	0.000139118	5.6264e-06	1.23734e-05	1.31876e-05	1.64994e-05	1.63221e-05	9.77837e-06	3.13346e-06	5.17885e-06	1.15605e-05	5.01194e-06	1.44914e-05	1.8927e-05	4.52458e-06	3.75209e-06	0.000218588	9.73433e-05	2.42117e-05	8.2649e-06	0
1700013F07Rik	0	8.56725e-06	7.91123e-05	6.75066e-06	3.72352e-06	2.00529e-05	1.05112e-06	0	3.83745e-06	6.20731e-06	4.26791e-06	1.30748e-06	3.03246e-07	0	2.59086e-06	2.63839e-06	5.94701e-06	3.53356e-06	4.65425e-06	3.38705e-06	2.75483e-06	1.17635e-05	2.28189e-06	5.87408e-06	6.00337e-06
1700016K19Rik	3.32645e-06	1.146e-05	0.000357091	1.86583e-05	1.77578e-05	0.000143491	3.62305e-06	1.11439e-05	1.40125e-05	6.83353e-06	1.2129e-05	2.18518e-05	2.14673e-06	5.23329e-06	1.87602e-05	2.75941e-06	8.05543e-06	1.40144e-05	1.55847e-05	5.30017e-06	7.60225e-05	5.98522e-05	1.88655e-05	3.92098e-06	1.7261e-05
1700017G19Rik	8.4262e-07	9.73894e-06	0	1.29346e-06	6.32296e-06	4.41536e-06	1.8386e-06	8.8812e-07	7.2391e-06	1.82346e-06	0	1.29242e-06	0	0	0	1.15649e-05	1.08347e-05	1.50462e-05	1.72757e-06	4.86207e-07	0	0	8.47883e-07	0	5.19175e-06
1700019A02Rik	9.63498e-06	9.92413e-06	0	5.55554e-06	3.9644e-06	1.47424e-05	1.32009e-06	9.76574e-06	9.43238e-06	1.1433e-05	1.03287e-05	1.48867e-05	3.83062e-07	2.09993e-06	8.29591e-06	2.67568e-05	1.04519e-05	1.69442e-05	1.22203e-05	1.0901e-05	1.24439e-05	1.35227e-05	8.68889e-06	1.30393e-05	2.21097e-06
1700042O10Rik	1.42771e-05	4.76522e-06	0	0	1.04174e-06	6.46345e-06	1.0119e-06	1.32008e-05	2.32496e-05	9.78585e-07	1.22687e-05	0	8.06624e-07	0	1.83698e-06	2.9288e-06	8.57306e-06	1.14467e-05	3.65144e-06	1.75894e-05	9.51832e-06	1.64305e-06	4.87034e-06	0	3.00131e-06
1700094M23Rik	0	0	0	7.39056e-06	4.29649e-06	2.49996e-06	3.76181e-07	1.31043e-05	3.93308e-06	6.84421e-06	0	4.84177e-06	3.88657e-07	0	3.29786e-06	5.47018e-06	3.65103e-06	7.76552e-06	5.43226e-06	1.60293e-06	1.3678e-05	1.26527e-06	3.48614e-06	0	7.20734e-06
1700095J03Rik	0	5.14014e-06	1.23735e-05	2.56831e-05	2.48824e-06	8.09046e-06	5.39152e-07	5.82206e-06	6.18689e-06	7.92073e-06	3.1939e-05	1.77757e-05	1.30436e-07	4.51847e-06	3.82746e-06	4.96265e-06	1.79291e-06	7.42431e-07	2.19846e-05	5.21234e-06	5.89792e-05	4.67799e-05	2.09278e-06	1.96176e-05	3.15915e-05
1700105P06Rik	3.48053e-06	4.74246e-06	0	2.16462e-05	0	2.11162e-06	7.58278e-07	8.72078e-07	4.4474e-06	3.08871e-06	1.22939e-05	9.26793e-06	8.05946e-07	0	0	2.88831e-06	4.75016e-06	1.64486e-06	7.82618e-06	4.65156e-06	4.23034e-05	1.13305e-05	3.12804e-06	5.4209e-06	3.29233e-06
1810020O05Rik	1.87483e-06	1.51279e-06	8.00592e-06	2.60191e-06	6.34102e-07	4.38786e-06	1.52405e-06	3.42388e-06	5.65619e-06	2.5972e-06	5.23302e-06	1.25762e-05	1.05313e-06	1.84278e-06	1.78756e-06	1.63591e-06	1.90383e-06	8.7171e-06	1.10176e-05	2.42795e-06	6.95603e-05	0.000115312	0	3.02631e-06	5.09634e-06
1810062G17Rik	8.48952e-06	1.93775e-05	0	1.40296e-06	9.67215e-06	1.29215e-05	3.67021e-06	1.23491e-05	8.43786e-06	0	5.07758e-06	5.25343e-06	2.21817e-06	7.02487e-06	1.09849e-05	4.14458e-06	7.53642e-06	3.42533e-05	2.04723e-06	9.04221e-06	3.58977e-05	8.38412e-06	1.26648e-05	9.52657e-07	1.48939e-06
2010007H06Rik	5.63576e-07	6.2156e-06	1.35161e-05	0	9.97409e-06	3.2369e-05	2.7092e-06	1.04207e-05	1.03417e-05	0	6.27855e-06	6.1068e-06	7.9583e-07	2.2693e-06	0	8.05764e-06	3.68901e-06	4.00153e-06	1.21439e-06	3.80229e-06	0.000167196	2.14432e-05	5.38539e-06	5.13331e-06	0
2210011C24Rik	0	1.10504e-06	3.2041e-05	0	7.7324e-06	1.61994e-05	1.37049e-06	8.54738e-07	1.90756e-06	0	2.23443e-06	4.85839e-06	6.42384e-07	0	5.63163e-06	7.86032e-07	9.25117e-06	7.07383e-07	3.53416e-06	8.25225e-06	1.76604e-05	3.66485e-06	1.30541e-06	0	3.3278e-06
2310005E17Rik	0	8.35359e-06	0	0	3.75928e-06	1.87339e-06	2.63463e-06	4.78797e-06	6.8385e-06	0	0	1.18333e-06	0	2.19922e-06	0	5.43955e-06	7.95021e-06	2.68679e-05	7.01734e-07	5.64569e-07	0	0	2.83134e-06	5.28283e-06	0
2310031A07Rik	2.7698e-06	1.26418e-05	0	1.06644e-05	1.167e-05	1.72912e-05	1.01641e-06	1.18596e-05	9.11097e-06	1.07176e-05	8.6857e-06	1.15834e-05	1.68198e-06	3.08932e-06	1.05323e-05	1.08941e-05	1.12831e-05	8.73523e-06	1.45768e-05	4.83134e-06	0	1.52627e-05	1.28666e-05	1.43767e-05	1.94805e-05
2310047D07Rik	4.65967e-06	4.20896e-06	5.05075e-06	4.77086e-06	1.66366e-06	8.1986e-06	9.21975e-07	3.29052e-06	2.19233e-06	1.57988e-06	1.65579e-06	2.88818e-06	2.07217e-07	1.03415e-06	3.3377e-06	7.06718e-06	3.20809e-06	1.08472e-06	4.10264e-06	4.59096e-06	1.27645e-05	7.15066e-06	1.44421e-06	2.81362e-06	4.6214e-06
2410004P03Rik	0	7.57527e-06	0.000363389	4.52939e-06	1.122e-05	4.00005e-05	4.04703e-06	6.88606e-07	8.74946e-06	2.63407e-06	1.17525e-05	6.4711e-06	1.93489e-06	1.30171e-06	3.91815e-06	4.00758e-06	1.48233e-05	9.45418e-06	5.52854e-06	5.42713e-06	5.63473e-05	0.000115865	1.06754e-05	6.94588e-06	6.38678e-06
2610027F03Rik	0	8.08622e-06	0	3.89365e-05	2.57287e-06	8.90376e-06	1.19075e-06	3.15017e-06	4.76558e-06	6.80053e-06	2.70159e-05	1.0125e-05	7.73951e-07	1.09189e-05	7.23536e-06	1.33958e-06	3.62743e-06	9.05987e-06	1.09375e-05	4.82581e-06	2.1794e-05	7.22375e-05	1.9476e-06	3.85658e-06	0
2700046A07Rik	1.05927e-05	3.72863e-06	1.14546e-05	9.62454e-06	1.13351e-05	8.40589e-06	6.79145e-06	9.32103e-06	5.2144e-06	1.98074e-05	2.99132e-05	1.58291e-05	1.79665e-06	5.54536e-06	8.69416e-07	4.53888e-06	1.22664e-05	2.5241e-05	2.82681e-06	3.33446e-06	0	6.3555e-05	1.42771e-05	7.93059e-06	5.9285e-06
2810414N06Rik	5.31486e-06	2.28212e-06	0	2.86051e-05	1.11362e-05	9.42722e-06	2.63797e-06	3.04254e-06	9.93325e-06	7.83948e-06	7.55562e-06	4.01654e-06	1.47531e-06	1.70134e-06	1.1045e-05	7.8724e-06	1.41913e-05	8.16276e-06	5.50584e-06	7.81716e-06	8.32551e-06	1.69135e-05	6.60449e-06	7.75254e-06	0
2900055J20Rik	7.21088e-07	1.06541e-05	0	6.33544e-06	7.71131e-06	8.8142e-06	3.02245e-06	1.05478e-05	1.12398e-05	9.76648e-06	7.31395e-06	5.18467e-05	3.11688e-07	0	1.51642e-06	1.76949e-05	8.40609e-06	7.89824e-06	6.63898e-05	2.05613e-06	9.73546e-05	2.86576e-05	0	4.78677e-05	2.54002e-05
3222401L13Rik	2.63522e-05	1.29764e-05	2.2958e-05	6.24911e-05	1.83117e-05	1.38941e-05	3.06646e-06	1.84208e-05	2.13601e-05	3.10803e-05	6.79045e-05	1.45436e-05	1.12558e-06	3.30702e-06	3.22317e-06	1.02774e-05	5.55465e-06	1.38796e-05	1.82424e-05	1.61653e-05	4.44479e-06	5.12409e-05	1.94766e-05	2.98217e-05	9.80092e-06
4631405J19Rik	0	4.99093e-06	0	0	2.55833e-06	8.68839e-06	1.72624e-06	1.05912e-05	6.33933e-06	0	0	1.20845e-05	0	9.68656e-07	0	3.82472e-06	6.31375e-06	8.31855e-07	9.52383e-07	4.21444e-06	0	5.84159e-06	6.46515e-06	2.49171e-06	1.17004e-06
4833427G06Rik	0	7.27961e-06	0.000209775	0	3.35701e-06	0.0001131	3.09624e-06	5.20274e-06	5.79135e-06	2.55919e-06	7.40176e-06	2.94877e-06	1.01233e-06	8.22065e-06	2.00305e-06	2.42319e-06	2.55429e-06	9.46632e-06	3.25787e-06	2.23314e-06	1.48743e-05	2.69432e-05	1.0311e-05	2.353e-06	4.41825e-06
4921504A21Rik	8.1583e-06	2.1444e-05	1.59488e-05	4.27791e-06	1.23992e-05	1.19805e-05	2.80418e-06	2.6439e-05	1.37277e-05	1.32808e-05	1.1653e-05	2.09626e-05	1.4781e-06	1.23575e-05	1.36492e-05	2.14454e-05	2.69337e-05	2.43637e-05	1.9073e-05	7.4132e-06	1.35583e-05	2.15737e-05	8.21913e-06	2.44595e-05	1.50376e-05
4921539E11Rik	0	4.13188e-06	0	2.14527e-06	0	2.82898e-06	0	7.1556e-06	3.67442e-06	2.57785e-06	2.84794e-06	5.64845e-07	3.34237e-07	1.45945e-06	0	5.7628e-06	5.94775e-06	1.01073e-05	3.3382e-06	4.28591e-06	0	5.13916e-06	1.29876e-06	1.83962e-06	1.91112e-06
4921539H07Rik	8.07536e-07	1.3929e-05	2.31799e-05	4.64644e-06	2.56053e-05	1.46048e-05	1.63177e-06	1.16223e-05	1.30932e-05	3.25311e-06	5.84877e-06	2.71489e-06	2.03788e-06	4.12069e-06	1.61668e-06	1.76497e-05	1.81135e-05	6.84863e-05	2.70627e-06	4.22814e-06	1.89054e-06	7.16277e-06	8.43349e-07	1.50165e-06	6.08987e-06
4930412F09Rik	0	1.89743e-05	0	1.79448e-06	1.5708e-06	1.01559e-05	1.68434e-06	1.12103e-05	8.79179e-06	0	5.57793e-06	4.15928e-06	2.46985e-07	0	5.74522e-06	9.41854e-06	2.6939e-06	1.10418e-05	5.76703e-06	7.75686e-06	0	0	4.35718e-06	5.9328e-06	5.55135e-06
4930412M03Rik	1.49986e-06	6.11171e-06	0	0	3.23489e-06	9.1785e-06	1.53892e-07	1.16342e-05	2.83239e-06	5.70613e-06	1.89949e-06	1.46925e-06	2.92718e-07	0	7.36651e-06	3.0127e-06	2.25585e-06	4.56603e-06	2.14558e-06	1.59389e-06	0	1.16243e-05	2.92757e-06	1.0375e-06	1.46388e-06
4930422M22Rik	0	8.10894e-06	0	3.41279e-05	9.69429e-06	6.64992e-06	1.10028e-06	1.48891e-05	4.10442e-06	1.05893e-05	1.74434e-05	4.68932e-06	2.05561e-06	1.94594e-06	2.40458e-06	5.87218e-06	2.87374e-06	4.64811e-06	1.34795e-05	3.40433e-06	3.63051e-05	4.66323e-06	1.2859e-06	2.01985e-05	1.03861e-05
4930435C17Rik	0	3.17875e-06	0	1.94733e-06	2.43369e-06	3.75809e-06	2.86647e-07	5.68241e-06	2.46443e-06	2.88728e-06	0	3.28087e-06	3.46393e-07	1.15872e-06	2.30712e-06	5.06822e-06	0	5.33195e-06	5.62067e-06	3.93244e-06	6.61861e-06	0	5.02942e-06	1.25984e-06	0
4930440I19Rik	2.10485e-06	8.22576e-07	0	1.98012e-06	0	5.0018e-06	1.64922e-06	4.78555e-06	2.47e-06	0	4.21976e-06	5.31574e-06	9.3636e-08	0	0	1.45662e-06	1.15113e-06	7.46162e-07	3.63813e-06	8.66389e-06	0	1.89806e-06	1.57706e-06	1.39663e-06	0
4930458D05Rik	1.44943e-05	6.10899e-06	1.6451e-05	0	1.6536e-06	3.77328e-06	1.91458e-06	1.91426e-06	1.68036e-06	0	1.11021e-06	3.74925e-06	1.2345e-06	0	1.42114e-06	5.61111e-06	4.17962e-06	0	1.65238e-06	4.55301e-06	0	5.07472e-06	0	5.09583e-07	0
4930488N15Rik	0	1.14876e-05	0	2.81211e-06	8.56432e-07	1.65073e-06	6.05778e-07	6.98654e-06	5.53402e-06	4.60669e-06	0	1.38271e-06	1.65268e-07	0	0	3.98526e-06	2.15641e-06	1.60586e-05	1.06014e-05	7.00409e-07	1.61136e-05	7.16644e-06	9.31205e-07	1.46029e-05	0
4930500F10Rik	0	1.76373e-06	0	0	0	1.15886e-06	1.32771e-06	0	3.23155e-06	1.74564e-05	0	4.75314e-06	1.11349e-07	0	1.67331e-06	0	5.20488e-06	6.03825e-06	4.47892e-06	1.4077e-06	2.40162e-05	6.99833e-06	1.9199e-06	3.77217e-06	2.20716e-06
4930529K09Rik	8.50906e-07	8.48684e-07	0	2.79322e-06	0	8.39426e-06	2.326e-07	0	5.73505e-07	0	3.19957e-06	7.48764e-06	0	0	7.96632e-06	2.98846e-06	0	3.06226e-06	4.6997e-06	1.8796e-06	0	3.96865e-06	2.25065e-06	1.29712e-06	1.40571e-05
4930532G15Rik	1.35243e-05	1.51598e-05	1.35085e-05	2.11679e-05	1.13529e-05	3.84356e-06	3.75407e-07	9.52982e-06	4.10604e-06	2.08169e-05	2.36631e-05	4.7444e-06	4.92072e-07	3.51926e-06	3.94442e-06	1.64641e-05	1.15594e-05	5.07928e-06	9.72702e-06	6.71659e-06	6.61279e-05	1.31642e-05	1.56198e-05	1.16855e-05	1.59098e-05
4930544I03Rik	8.46856e-06	1.53529e-05	0	5.43999e-07	7.04224e-06	1.28591e-05	2.2542e-06	1.79644e-05	1.01534e-05	3.75594e-06	6.5479e-06	6.48967e-06	1.50735e-06	8.26761e-07	8.1111e-06	8.99184e-06	9.50491e-06	2.56036e-05	7.70974e-06	9.31685e-05	1.81681e-05	3.75651e-06	1.02373e-05	1.03792e-05	0
4930549C15Rik	0	1.25091e-05	0	1.5336e-05	2.47332e-05	9.74514e-06	1.21184e-06	8.10148e-06	6.06427e-06	3.55175e-06	4.25947e-06	8.78717e-06	2.15748e-07	0	1.83756e-06	1.59659e-05	5.74198e-07	0	4.34356e-06	4.48222e-06	1.07821e-05	2.94949e-06	1.34495e-05	2.44907e-06	2.57244e-06
4930553P18Rik	2.31156e-06	4.51078e-07	0	9.44271e-06	1.74677e-06	7.07957e-06	5.01785e-07	3.22148e-06	1.37438e-06	2.4999e-05	9.56677e-06	7.89349e-06	1.45182e-07	0	7.76095e-07	2.99489e-06	0	2.48607e-06	1.44417e-05	7.13846e-07	8.66695e-06	5.58734e-06	0	1.03937e-05	1.3935e-05
4930555F03Rik	8.57289e-06	2.11333e-05	5.58798e-06	0.000232453	8.13642e-06	1.81839e-05	3.179e-06	3.49636e-05	2.90355e-05	1.58528e-05	9.65683e-06	9.91034e-05	2.69955e-06	1.32917e-05	9.10295e-06	9.24723e-05	2.7643e-05	1.24988e-05	0.000262655	1.17975e-05	3.32093e-05	4.76358e-05	6.42083e-06	0.00014184	6.50851e-05
4930562D21Rik	1.14319e-06	1.78627e-05	0	0	1.36853e-06	6.77761e-07	6.01547e-07	9.70145e-06	1.91588e-05	1.36842e-06	0	7.97296e-07	5.47526e-07	0	9.07731e-07	1.32184e-05	3.14773e-06	8.40723e-06	6.45215e-07	2.26696e-06	0	0	4.04484e-06	0	0
4930563M21Rik	1.25295e-05	1.62758e-05	0	1.16944e-05	1.37473e-05	2.31998e-05	5.85147e-06	3.91062e-05	1.71665e-05	3.29977e-06	1.38681e-05	1.71203e-05	4.29364e-07	1.54952e-05	1.48584e-05	2.55959e-05	9.26674e-06	3.72294e-05	9.48541e-06	2.8612e-05	5.78315e-05	1.31907e-05	1.72082e-05	8.36628e-06	4.36921e-06
4930565N06Rik	4.36096e-06	1.75717e-05	0	4.24993e-06	5.42071e-06	2.09729e-05	6.36927e-07	1.89001e-05	1.32858e-05	5.02266e-06	3.39673e-06	2.10522e-06	1.34954e-06	3.39534e-06	7.0987e-06	4.17149e-05	9.12637e-06	1.52223e-05	5.64581e-06	1.75149e-05	1.97972e-05	7.00223e-06	8.41562e-06	3.66462e-06	9.86348e-06
4930578C19Rik	9.06577e-06	9.86385e-06	0	2.24474e-06	0.000178367	1.55957e-05	1.09072e-05	1.0989e-05	1.05966e-05	1.46979e-06	6.82383e-07	8.77775e-06	0	8.37071e-06	2.69082e-07	4.83967e-06	1.67169e-05	1.81744e-05	1.41835e-06	6.58568e-06	0	1.14017e-06	1.60952e-05	9.11561e-07	2.8277e-06
4931406G06Rik	6.78467e-07	5.93733e-07	0.00013592	1.7207e-06	2.10236e-06	4.79288e-06	5.17484e-07	2.9479e-07	4.47456e-06	3.16499e-06	5.26627e-07	1.57524e-06	6.93942e-07	0	1.25987e-06	7.92192e-06	2.71844e-06	7.42601e-06	5.04293e-06	1.12269e-05	1.30471e-05	2.59515e-05	2.18101e-06	1.97503e-06	0
4931429P17Rik	1.96317e-06	1.77728e-06	0	8.05615e-06	1.08576e-05	9.2831e-06	4.73473e-07	4.63359e-06	2.68189e-06	1.1594e-05	1.25902e-05	5.14178e-06	3.4218e-07	0	1.1301e-06	8.76871e-06	1.29713e-05	1.06248e-05	4.2589e-06	4.16316e-06	2.74963e-05	7.72899e-06	1.33005e-06	6.14973e-06	9.99692e-06
4931440J10Rik	1.01293e-05	2.07211e-05	7.50066e-06	1.2441e-05	1.5321e-05	2.71682e-05	9.35519e-06	3.48837e-05	1.86328e-05	1.26399e-05	1.72119e-05	1.65509e-05	4.58951e-06	6.32846e-06	1.68737e-05	2.6709e-05	2.63106e-05	2.59553e-05	1.24914e-05	1.9455e-05	5.87872e-05	2.17045e-05	8.36722e-06	1.48803e-05	1.81916e-05
4932413F04Rik	2.9424e-06	0	2.19768e-05	0	7.47942e-06	1.43686e-06	6.77125e-07	1.18572e-06	1.59454e-06	6.77691e-06	3.24542e-06	0	8.55525e-07	0	0	3.85448e-07	6.78195e-07	3.62161e-06	6.55211e-06	4.60797e-06	6.0309e-06	1.7461e-06	0	0	5.70154e-06
4933405D12Rik	9.10112e-07	4.57859e-06	0	0	6.36026e-06	1.46913e-05	3.23678e-07	1.18546e-05	1.45497e-05	0	0	8.21968e-07	5.82055e-07	7.83712e-06	2.30838e-06	1.0205e-05	5.22775e-06	1.3435e-05	4.81864e-06	6.86728e-06	2.22944e-05	7.76615e-07	2.27163e-06	0	0
4933406J09Rik	2.08652e-06	2.61258e-06	0	6.23534e-06	0	1.59965e-05	1.52353e-07	6.49258e-06	4.76045e-06	1.625e-06	2.51895e-06	4.47968e-06	5.30053e-07	8.18807e-06	1.21413e-05	5.05327e-06	2.16919e-06	2.52224e-06	3.04978e-06	1.55052e-06	1.4402e-06	2.23016e-06	4.59402e-07	8.08925e-06	4.2001e-06
4933406P04Rik	6.21135e-06	7.54111e-06	1.10379e-05	6.04669e-06	1.32849e-06	2.00123e-05	1.16039e-06	8.40972e-06	6.38805e-06	2.9644e-06	1.67266e-05	1.73245e-05	2.35218e-06	6.02069e-06	2.78665e-06	5.45725e-06	1.34936e-05	6.69567e-06	9.45207e-06	6.31626e-06	1.68756e-05	1.05263e-05	8.4878e-06	1.53178e-05	4.09095e-06
4933427E13Rik	1.20439e-06	4.41648e-06	0	6.99151e-06	1.04095e-05	2.50954e-06	3.7744e-06	3.4682e-06	5.59834e-06	3.14901e-06	4.54566e-06	2.20216e-06	0	0	0	9.49735e-06	3.07455e-06	1.5233e-05	1.51401e-06	1.98829e-06	1.84272e-05	3.77758e-06	1.26984e-06	3.63648e-06	1.32956e-06
5031425F14Rik	4.52728e-06	5.22593e-06	0	4.04138e-06	6.15439e-06	4.32657e-06	7.93315e-07	2.41238e-06	8.25256e-06	2.81347e-06	7.67404e-07	1.66016e-06	5.93957e-07	6.50854e-06	4.04807e-06	1.56983e-06	2.52928e-05	1.41802e-05	2.11569e-06	2.89752e-06	0	2.24495e-06	4.5938e-06	2.4374e-06	0
5330416C01Rik	0	1.91895e-06	0	6.584e-06	2.00006e-06	5.14865e-06	0	2.52853e-06	1.7282e-06	2.3404e-05	1.23057e-05	6.87584e-06	8.5684e-07	5.26941e-06	8.27151e-07	3.20362e-06	6.1985e-06	1.56255e-05	3.58558e-06	1.16726e-05	0	1.17286e-05	2.85944e-06	8.72376e-06	0
5330434G04Rik	7.68373e-07	8.3822e-06	0	0.000184992	1.2728e-05	3.36146e-05	4.70532e-06	6.97321e-06	1.22767e-05	9.86976e-05	0.000143708	0.000294467	3.5247e-06	8.1196e-06	2.32696e-06	8.20512e-06	1.53313e-05	3.37049e-05	0.00035209	9.64091e-06	3.34728e-05	0.000144554	2.60729e-05	0.000205227	0.00014403
5430402O13Rik	1.86937e-05	1.91988e-05	7.1758e-06	2.53261e-05	2.13052e-05	4.50406e-05	4.91706e-06	4.43671e-05	2.32899e-05	1.33205e-05	3.00643e-05	5.01729e-06	3.21347e-06	5.05345e-06	1.26826e-05	2.70221e-05	1.74214e-05	2.3248e-05	2.62684e-05	2.69598e-05	6.0053e-05	3.31258e-05	1.59856e-05	2.10087e-05	4.54109e-05
5430427O19Rik	1.88246e-06	3.67494e-06	7.31435e-06	0	3.12196e-06	6.38521e-06	4.63337e-07	1.6859e-06	3.13221e-06	1.7195e-06	2.27041e-06	0	2.06256e-06	3.62872e-06	0	1.07593e-06	4.01889e-05	3.0509e-06	3.40382e-07	1.00166e-05	0	1.52546e-06	0	0	0
5730522E02Rik	7.01101e-05	0.000242991	3.05715e-05	0.00043036	0.000231609	0.000269533	5.25852e-05	0.000425135	0.000193929	0.000592374	0.000395756	0.000177202	1.38634e-05	6.03909e-05	0.000198697	0.000703357	0.000127704	0.000215323	0.000542344	0.000142962	0.000588175	0.00026172	0.00015662	0.00086972	0.00052325
5830454E08Rik	8.55093e-06	1.02903e-05	7.25171e-06	2.30645e-05	4.45662e-06	3.35609e-05	6.13043e-06	9.65816e-06	1.58987e-05	1.94202e-05	5.45797e-05	1.00727e-05	3.08709e-06	1.01391e-05	1.17215e-05	7.47519e-06	1.26025e-05	2.47377e-05	1.87535e-05	6.46996e-06	7.7976e-05	2.29182e-05	2.84662e-05	2.02088e-05	1.78247e-05
6330576A10Rik	2.76456e-07	2.49283e-06	0	1.3627e-06	0	4.90177e-06	0	1.25522e-06	4.86412e-06	0	1.08888e-06	7.09248e-06	6.42381e-07	0	1.23113e-06	1.0559e-06	4.66632e-06	0	6.48802e-06	1.99993e-06	2.1294e-05	1.08814e-05	0	9.49022e-07	6.53433e-07
6430710C18Rik	2.86423e-05	2.53505e-06	0	6.90881e-07	4.74598e-06	2.78586e-06	5.61803e-06	4.59795e-06	1.62871e-06	0	2.96987e-06	0	1.66283e-07	2.62015e-06	3.78722e-06	1.50659e-06	4.54596e-06	0	4.05315e-06	3.30673e-06	3.5656e-05	4.83253e-06	3.72427e-06	3.84322e-06	1.40072e-06
8030423F21Rik	7.66802e-07	7.44575e-06	0	0	4.06365e-06	9.7101e-06	3.48374e-07	1.72667e-06	2.64682e-06	1.5435e-06	8.1536e-06	2.15922e-06	1.06314e-06	3.40281e-06	2.36201e-05	2.14712e-05	1.26663e-05	2.63097e-06	3.75627e-06	8.27788e-06	8.96083e-06	2.26492e-06	5.4137e-06	5.06674e-06	9.64728e-06
9030622O22Rik	1.1257e-06	3.06465e-06	0	2.68062e-06	1.67763e-06	0.000111108	5.25224e-06	8.84423e-06	5.7611e-06	4.14335e-06	3.51386e-06	2.45796e-05	1.07581e-05	1.6374e-05	1.10017e-05	4.45865e-06	7.98937e-06	1.35591e-05	2.96559e-05	3.2714e-06	0	2.3546e-05	2.89754e-05	7.88535e-07	7.75632e-06
9130015A21Rik	1.89782e-06	7.36363e-06	0	3.77951e-06	2.68309e-06	0.000123471	4.16284e-06	7.22016e-06	1.51801e-05	2.89442e-06	4.09373e-06	6.55585e-06	1.23083e-06	1.48011e-05	4.6327e-05	1.30013e-06	2.51128e-05	7.20866e-06	3.29351e-06	2.69677e-06	0	4.73148e-06	1.60599e-05	6.66673e-06	0
9130410C08Rik	0	9.30393e-06	0	4.72208e-06	8.89458e-06	3.80597e-05	2.88203e-06	1.07552e-05	1.84573e-05	2.99892e-06	2.87293e-06	1.22641e-05	9.21833e-07	3.44288e-06	2.31572e-06	5.31751e-05	2.68577e-05	9.86137e-05	7.81996e-06	2.2813e-06	8.19767e-06	5.73989e-06	1.69557e-05	4.32338e-06	1.69177e-06
