gene	Cardiomyocyte	Chondrocyte	Choroid plexus	Dorsal midbrain neuron	Endothelial cell	Epithelial cell	Erythrocyte	Facial fibroblast	Fibroblast	Forebrain neuron	Forebrain radial glia cell	Ganglion	Hepatocyte	Immune cell	Keratinocyte	Limb fibroblast	Macrophage	Meninges cell	Mid-/hindbrain and spinal cord neuron	Myoblast	Olfactory epithelial cell	Radial glia cell	Smooth muscle cell	Spinal cord neuron	Thalamus neuron
Sema5a	0.000224145	0.00110278	4.53199e-05	0.000226665	0.0011963	0.000939522	0.000200504	0.00281748	0.0014624	0.000283603	0.00128795	0.000371256	3.92118e-05	0.000256587	0.000670343	0.00110015	0.000813708	0.000533961	0.000344403	0.000520123	0.000411695	0.000333032	0.00106204	0.00035368	0.000547652
Sema6a	8.74474e-05	0.000902518	0.000164474	0.00120771	0.0010567	0.000632291	0.000198702	0.00103046	0.000581233	0.000216345	0.000521938	0.000564337	5.94572e-05	0.000242685	0.000356432	0.00130306	0.000549403	0.000532837	0.000596304	0.000798355	0.000801302	0.00105207	0.000450917	0.000336557	0.000564945
Sema6d	0.000225308	0.000262729	0.000374004	0.000539834	0.00101751	0.000454074	0.000193609	0.000386773	0.000350675	0.000742558	0.00051978	0.00150525	6.91165e-05	0.000156851	0.000349764	0.000304208	0.000427121	0.000312297	0.00145987	0.000302527	0.000437922	0.00150205	0.000471266	0.00158412	0.00120198
Serpinb11	2.12847e-06	1.02846e-05	0	1.48301e-06	1.45253e-05	5.13175e-05	2.44207e-06	1.64944e-05	6.69284e-06	4.36673e-06	6.0692e-06	5.19665e-06	3.02719e-06	1.92196e-06	0.000406504	1.0243e-05	9.49382e-06	1.76309e-06	2.56872e-06	5.18193e-06	4.39929e-05	2.38837e-06	7.29461e-06	8.33885e-06	3.05097e-06
Serpinb1a	3.26427e-05	5.51192e-05	1.87635e-05	1.07171e-05	4.84292e-05	0.000164268	2.34976e-05	6.38449e-05	0.000242812	2.08358e-05	2.07875e-05	3.56686e-05	3.44077e-05	0.000216411	0.000102326	6.10374e-05	0.000111058	0.000100779	1.75252e-05	6.08832e-05	4.72207e-05	4.51584e-05	6.65319e-05	1.7436e-05	1.84667e-05
Serpinb1b	1.1967e-06	6.73704e-06	0.000591451	5.37914e-06	1.11478e-05	1.1792e-05	5.71482e-06	1.08135e-05	1.21016e-05	1.57111e-05	8.44933e-06	1.91185e-05	2.64636e-06	6.62497e-06	1.03362e-05	5.83648e-06	4.82796e-06	2.40666e-05	3.82369e-05	5.81539e-06	7.85395e-05	5.97663e-05	1.23279e-05	0.00078682	2.11267e-05
Serpinb3a	0	5.92175e-06	0	8.03518e-07	3.61661e-06	2.21462e-05	2.17329e-06	2.25141e-05	8.87274e-06	1.39436e-06	2.26167e-06	5.14479e-06	2.41812e-06	5.77732e-06	0.000950709	6.67496e-06	1.82039e-06	1.96876e-06	2.65595e-06	3.55811e-06	0	4.1553e-06	6.09094e-06	1.01611e-06	0
Setbp1	0.000320516	0.00199072	0.000181321	0.00131091	0.00104996	0.00118433	0.00025105	0.0037345	0.00124425	0.00166174	0.00376518	0.000548194	6.16313e-05	0.000356841	0.00064123	0.00340834	0.000817429	0.00134982	0.00110162	0.000915552	0.00172045	0.00141479	0.00132448	0.00119043	0.000902609
Sfmbt2	1.78363e-05	9.2563e-05	2.23077e-05	7.62088e-05	4.54328e-05	8.93293e-05	1.41696e-05	0.000231338	6.94563e-05	2.91305e-05	4.48239e-05	8.36653e-05	5.58288e-06	3.1556e-05	3.36526e-05	0.000116735	8.16789e-05	7.04476e-05	0.000110457	6.72155e-05	1.92577e-05	9.2991e-05	8.58276e-05	0.000134408	0.000102973
Sfn	5.14346e-05	8.92106e-05	0.000320256	8.60222e-05	9.52426e-05	0.00106921	3.59812e-05	0.000178097	9.94099e-05	7.36872e-05	7.69109e-05	5.93611e-05	3.362e-05	7.88415e-05	0.00809515	8.20632e-05	0.000118271	0.00012416	5.43343e-05	6.17623e-05	0.000129206	6.55964e-05	7.81064e-05	5.79917e-05	3.33448e-05
Sfrp2	0.000417792	0.0019506	0.000191729	0.000289952	0.00104122	0.00140088	0.000419694	0.00217913	0.00267843	0.000236997	0.000575123	0.000508769	0.000128929	0.000878174	0.000953934	0.00239082	0.00166236	0.00104174	0.000285009	0.000774429	0.000616765	0.00054915	0.00109103	0.00021803	0.000296512
Sfrp4	1.09864e-05	0.000108347	0	1.46752e-05	3.74018e-05	5.28075e-05	2.17017e-05	4.99231e-05	9.84392e-05	1.46727e-05	2.9806e-05	4.17827e-05	1.00456e-05	3.08744e-05	1.34314e-05	4.8658e-05	6.58456e-05	4.50209e-05	2.04713e-05	3.50038e-05	3.58168e-06	3.37688e-05	6.08921e-05	1.12825e-05	6.32868e-06
Sftpa1	0	2.11399e-06	0	0	1.30251e-06	3.65302e-05	1.51789e-06	3.17921e-06	1.55675e-06	0	0	9.51345e-07	7.45649e-07	0	0	0	3.4325e-06	0	3.90415e-07	8.69996e-07	0	0	9.31956e-06	1.04389e-06	0
Sftpc	4.55246e-05	0.0001362	1.64024e-05	3.90854e-05	0.000178862	0.00436048	7.38726e-05	4.75203e-05	8.90862e-05	6.71832e-05	7.66384e-05	8.90137e-05	4.44439e-05	7.00482e-05	0.000102933	7.06905e-05	0.000152657	0.000146042	6.21926e-05	5.53347e-05	1.12982e-05	8.70826e-05	0.000782914	6.3666e-05	7.92468e-05
Sgcd	0.000370055	0.00156805	8.4896e-05	0.000484091	0.000827496	0.000620447	0.000155819	0.00195565	0.0013296	0.000174094	0.000403458	0.000481198	5.65672e-05	0.000316985	0.000423113	0.00247473	0.000628253	0.0009502	0.00091821	0.00166384	0.000469712	0.000522084	0.000654415	0.000741491	0.000209989
Sgcz	5.00918e-05	0.000458014	3.40822e-05	0.00135713	0.000314662	0.000182946	5.91908e-05	0.000546396	0.000663559	0.00030251	0.000138686	0.000783401	2.06959e-05	0.000126327	6.39441e-05	0.000842698	0.000229125	0.000697151	0.0026686	9.68703e-05	0.000625748	0.000365895	0.000237947	0.00220733	0.000418419
Sgms2	1.55342e-05	0.0008947	0.000219803	1.59138e-05	8.02569e-05	0.000160468	3.22345e-05	7.80275e-05	0.000102857	3.79649e-05	2.24556e-05	5.79225e-05	1.91575e-05	7.68122e-05	0.000137891	9.15306e-05	9.98474e-05	9.78002e-05	2.27041e-05	5.23353e-05	3.10568e-05	4.08073e-05	7.94667e-05	3.75788e-05	2.26909e-05
Sgtb	6.45958e-06	3.93087e-05	9.26297e-06	9.63065e-05	5.55154e-05	5.31286e-05	1.22619e-05	8.11195e-05	4.95921e-05	0.000168784	0.000146137	0.000137832	3.23019e-06	1.14923e-05	2.11675e-05	7.5599e-05	3.52066e-05	3.03687e-05	0.000121608	6.69172e-05	0.000151793	0.000105197	5.09554e-05	0.00015406	9.08795e-05
Sh2d1b1	5.39088e-06	3.15073e-06	9.5392e-06	0	1.27576e-06	6.51643e-06	1.10141e-06	8.82345e-06	3.67294e-06	6.28857e-07	5.27019e-07	1.01957e-06	1.74288e-06	8.96138e-06	3.92819e-06	0	1.10758e-05	2.05711e-06	7.51785e-07	3.4037e-06	0	6.45898e-07	2.82974e-06	0	0
Sh2d4b	2.68012e-05	9.78918e-06	0	2.2829e-05	8.88456e-05	7.95492e-05	1.04932e-05	5.32519e-05	3.08686e-05	5.09052e-05	2.80651e-05	3.09352e-05	1.39988e-06	1.02306e-05	5.51172e-06	1.44327e-05	3.97262e-05	1.91124e-05	3.07975e-05	4.59284e-05	9.08119e-05	1.28584e-05	2.11734e-05	3.44246e-05	4.38954e-05
Sh3gl2	4.19524e-05	0.000117724	0.000164931	0.000393441	0.0001496	0.000305495	4.63264e-05	0.000191603	0.000184944	0.000812929	0.000185531	0.000575268	2.70213e-05	5.91226e-05	0.000252152	0.000210598	0.00013863	0.000138251	0.000583573	7.81191e-05	0.000542346	0.000476331	0.000150345	0.000708543	0.000560199
Sh3rf3	3.31643e-05	0.000161011	3.01473e-05	0.000125435	0.000136012	0.000198672	3.01843e-05	0.000286486	0.000210194	0.000227646	0.000918365	8.91932e-05	1.05952e-05	4.89328e-05	0.000148828	0.000225377	0.000139473	0.000107071	0.000160853	0.000104188	4.14023e-05	0.00022533	9.7223e-05	0.000221121	0.000258787
Shisa6	6.14932e-05	4.26607e-05	4.66853e-05	0.000110797	1.83909e-05	8.30241e-05	1.6983e-05	4.79346e-05	8.47413e-05	0.000126076	4.15912e-05	0.000189225	8.38502e-06	4.60249e-05	2.16569e-05	0.000163201	4.92189e-05	4.48214e-05	0.000296462	3.13911e-05	0.000328328	0.000311614	4.12973e-05	0.00084453	0.000237389
Shisa9	1.43375e-05	4.98493e-05	2.83725e-05	0.000152955	4.74506e-05	6.09724e-05	2.83683e-05	0.000152671	0.000108352	4.88691e-05	0.000126908	0.000151654	9.08656e-06	4.77225e-05	4.41428e-05	0.000141724	5.04396e-05	5.3512e-05	0.000262034	6.51548e-05	7.48447e-05	0.000398528	9.68997e-05	9.8381e-05	0.00066347
Shroom3	0.000363684	0.000150654	0.000302459	0.000139573	0.000154186	0.00047597	5.62928e-05	0.000146279	0.000142204	9.90203e-05	0.000498956	0.000143579	2.67823e-05	0.000117784	0.00026278	0.000169058	0.000161259	0.000140919	0.000115056	0.000698889	0.000749721	0.000954423	0.00028075	0.000104393	0.000302596
Shroom4	9.21319e-05	0.000252185	0.000148987	5.53758e-05	0.00043097	0.000398937	5.68056e-05	0.000459354	0.000286209	4.22982e-05	0.000125294	6.70368e-05	1.29513e-05	9.86223e-05	0.000254786	0.000446419	0.000211592	0.000347892	5.61647e-05	0.0001718	7.42456e-05	0.000168308	0.000274176	6.78751e-05	4.08431e-05
Siah3	4.578e-06	1.43013e-05	0	9.34916e-05	8.27477e-06	3.58187e-05	7.77407e-06	2.32698e-05	2.73183e-05	8.09121e-05	0.000275463	0.000108914	6.67185e-06	3.37613e-05	1.32454e-05	2.75304e-05	1.26964e-05	2.6485e-05	8.39432e-05	1.24306e-05	8.24325e-05	6.19123e-05	3.7706e-06	0.000145303	1.89324e-05
Sidt1	9.968e-06	1.69399e-05	8.00795e-06	3.18432e-05	3.82219e-05	4.67891e-05	2.38883e-05	2.07808e-05	4.23159e-05	2.12667e-05	2.60572e-05	4.10161e-05	4.35548e-06	2.94287e-05	3.70635e-05	1.79979e-05	9.24393e-05	0.00101594	5.82086e-05	2.75006e-05	6.2741e-05	3.70823e-05	5.8092e-05	4.47633e-05	3.40461e-05
Siglech	0	6.80834e-07	2.84592e-06	1.96929e-05	0	2.05823e-06	3.80497e-07	3.05457e-06	3.42775e-06	8.12437e-06	9.2521e-06	1.1982e-06	9.84873e-07	5.62029e-06	1.80987e-06	7.40783e-07	4.19042e-05	9.66827e-06	2.95541e-06	3.30762e-07	1.99787e-05	6.04103e-06	7.94581e-06	1.13652e-06	2.48532e-05
Sik2	0.000128118	0.000168705	8.85665e-06	0.000116323	0.000259852	0.000199583	3.42898e-05	0.00024711	0.000155226	0.00016028	0.00010967	9.17138e-05	3.09696e-05	6.99536e-05	0.000157611	0.000239845	0.000220749	0.000149501	0.000156495	0.000158767	0.000150122	0.000152475	0.000146755	0.00011894	0.00011782
Sim1	5.64285e-06	4.1749e-05	0	4.38529e-05	3.67679e-05	8.35893e-05	7.00128e-06	9.39813e-05	0.000140395	2.29911e-05	1.08345e-05	2.5786e-05	3.07738e-06	3.24334e-05	1.68784e-05	4.46311e-05	8.15753e-05	7.87396e-05	0.000119011	6.64174e-05	7.07521e-05	2.80268e-05	1.77226e-05	2.38562e-05	4.30784e-05
Sit1	5.70534e-06	2.10838e-06	0	0	3.30388e-06	6.56084e-06	2.61659e-06	1.12484e-05	2.00385e-06	0	9.65005e-07	2.26939e-06	1.01426e-06	2.6012e-06	6.17914e-06	5.15346e-06	0	5.02569e-06	2.96139e-06	1.79283e-06	0	4.16718e-06	1.99787e-06	2.38281e-06	0
Six6	2.44319e-06	5.64603e-06	0	4.39361e-06	7.63951e-06	2.91718e-05	1.33843e-06	4.69839e-06	3.8753e-06	2.52434e-06	8.35603e-06	8.31666e-06	2.28517e-06	1.01812e-05	4.86674e-06	7.1755e-06	4.13049e-06	1.17176e-05	2.4375e-05	1.30388e-06	8.20045e-05	1.87221e-05	1.0755e-05	1.19374e-05	2.71687e-06
Sla	1.1152e-05	1.88269e-05	2.12112e-05	1.45246e-05	3.05754e-05	4.67053e-05	1.20806e-05	3.09553e-05	3.26439e-05	0.000482168	3.33727e-05	1.19873e-05	2.83385e-05	8.06613e-05	2.28321e-05	2.63545e-05	0.000129399	3.49574e-05	1.94615e-05	1.36418e-05	1.63297e-05	1.37216e-05	2.62387e-05	1.48415e-05	6.82465e-06
Slc10a1	1.31295e-05	9.94116e-06	0	5.0132e-06	7.70062e-06	2.43459e-05	4.73132e-06	1.75015e-05	1.45618e-05	0	6.98156e-06	7.37454e-06	1.61516e-05	3.31516e-06	1.31768e-05	2.33778e-05	1.79996e-05	8.10684e-06	5.94024e-06	1.54982e-05	0	4.6121e-06	1.36346e-05	1.09542e-05	1.01594e-05
Slc12a1	0	8.26474e-06	0	0	6.17002e-06	6.49223e-06	3.1449e-06	7.54639e-06	7.76436e-06	0	3.47964e-06	1.23071e-05	6.72746e-07	5.60685e-06	2.80801e-06	6.42779e-06	5.90192e-06	7.32443e-07	6.99113e-06	1.27748e-06	0	2.31382e-06	8.32537e-07	1.15259e-06	3.22202e-06
Slc16a9	3.09075e-06	3.77275e-05	0.000123097	7.92585e-06	2.99454e-05	3.20735e-05	1.03013e-05	1.94247e-05	4.18071e-05	6.17189e-06	1.21353e-05	2.15657e-05	3.74837e-06	4.64559e-06	9.87553e-06	3.91643e-05	5.91943e-05	0.000344194	4.76481e-06	1.65281e-05	0	1.5248e-05	4.56918e-05	8.58823e-06	8.7039e-06
Slc17a8	0	4.63414e-06	0	2.7703e-05	0	1.04429e-05	1.54825e-06	5.91377e-06	4.06695e-06	2.14607e-06	2.31157e-06	2.53659e-05	1.51921e-06	3.56644e-06	1.90111e-06	9.66406e-07	3.06755e-06	1.6018e-05	3.29962e-05	1.77825e-06	0	2.05653e-05	8.46057e-06	1.72012e-05	3.92591e-05
Slc1a3	8.85445e-05	0.000473525	0.000296273	0.000260922	0.000322258	0.000431287	0.000133096	0.000603412	0.000505714	0.000232678	0.0019449	0.000606642	2.45279e-05	0.00019228	0.000341417	0.00043321	0.000391149	0.00127203	0.000439374	0.000161479	0.000459864	0.00399696	0.000314901	0.000254294	0.000122792
Slc22a6	0	9.08373e-06	3.22283e-05	5.00352e-06	1.465e-05	1.8661e-05	1.85815e-05	4.07235e-06	1.32211e-05	1.26919e-05	9.00209e-06	1.14225e-05	1.01487e-06	6.39838e-06	1.29712e-05	4.87944e-06	6.05794e-05	0.000474541	6.82383e-06	3.56695e-06	1.20123e-05	1.62966e-05	3.55398e-05	8.85364e-07	7.50179e-06
Slc22a8	7.70235e-06	5.43502e-06	9.71982e-05	7.12242e-06	2.66678e-05	2.00027e-05	1.16233e-05	6.88602e-06	1.00281e-05	6.64061e-06	1.17912e-05	2.82544e-05	4.53042e-06	9.23802e-06	5.886e-07	8.94363e-06	1.53348e-05	0.000269758	1.50843e-05	4.0381e-06	1.97479e-05	1.34856e-05	2.10887e-05	1.86776e-05	1.04709e-05
Slc24a3	8.95284e-05	0.000336158	4.64045e-05	0.000253944	0.000283971	0.00037092	0.000126883	0.000708575	0.000615342	0.00013085	0.000195246	0.000488711	6.01194e-05	0.000180569	0.000205882	0.00132609	0.000483784	0.00155556	0.000613747	0.000948836	0.000379338	0.000488136	0.000867854	0.000651248	0.000410434
Slc24a4	3.26308e-05	1.41603e-05	2.0072e-05	4.82087e-06	3.87714e-05	2.4656e-05	6.14848e-06	3.81369e-05	2.18665e-05	2.8052e-06	1.2847e-05	1.51395e-05	1.44402e-06	1.22546e-05	1.58893e-05	3.07302e-05	6.89992e-06	4.2574e-05	1.42669e-05	9.54542e-06	1.57023e-05	6.46384e-06	9.66889e-06	3.2547e-05	6.47089e-06
Slc25a37	0.000953283	0.00065855	0.000352632	0.00039462	0.000959801	0.000783188	0.00225779	0.0004516	0.000562502	0.000388482	0.000603188	0.000372423	0.00505556	0.00307387	0.000768673	0.000530382	0.000770639	0.000557602	0.000330315	0.000466007	0.000573316	0.00037129	0.000885868	0.000320798	0.00030278
Slc26a7	2.47403e-05	0.000137402	4.63131e-05	9.52352e-06	8.11889e-05	0.000180842	4.04365e-05	0.000322542	0.000195242	2.61239e-05	4.55642e-05	3.91645e-05	9.86346e-06	6.29148e-05	4.30983e-05	0.000468656	0.000122666	0.000154277	1.9965e-05	5.12412e-05	0.00020737	4.24963e-05	0.000115123	3.17543e-05	1.238e-05
Slc26a9	0	1.89372e-06	0	9.50427e-07	2.36719e-06	1.58793e-05	8.73343e-07	3.54908e-06	1.22991e-06	3.27668e-06	4.67636e-06	3.59923e-06	6.56349e-07	0	3.71531e-06	7.13821e-06	5.01824e-06	2.24053e-06	2.48064e-06	5.00829e-06	0	2.19986e-06	6.37509e-06	5.67389e-07	4.27098e-06
Slc27a6	2.7016e-06	2.53792e-05	2.27404e-06	9.49331e-07	4.71702e-05	8.24348e-05	7.9119e-06	4.02323e-05	2.88885e-05	1.67976e-06	6.5312e-06	1.4606e-05	1.31866e-06	6.63501e-06	1.84909e-05	3.22318e-05	2.43186e-05	1.91593e-05	3.77339e-06	7.91376e-06	0	1.21364e-05	5.40506e-05	2.73248e-06	0
Slc2a13	7.40588e-05	0.000386469	4.73303e-05	0.000143905	0.000361068	0.000238878	6.38482e-05	0.000479443	0.000248643	0.00011057	0.000101891	0.000187874	1.1269e-05	7.67422e-05	0.000148987	0.000429304	0.000179654	0.000397829	0.000248748	0.000139752	0.000254611	0.000201607	0.000152831	0.000322365	0.000147889
Slc35f1	6.09735e-05	0.000235533	0.000190064	0.00112336	0.000366172	0.0002902	8.01891e-05	0.00036591	0.000221512	0.000664999	0.00190737	0.000627372	1.87971e-05	0.000105881	0.000122698	0.000441737	0.000199164	0.000217627	0.000882099	0.000175568	0.000443671	0.00100336	0.000203314	0.000833249	0.000929247
Slc35f4	5.45289e-06	7.82346e-06	1.32644e-05	6.14951e-05	1.08009e-05	1.47473e-05	7.44411e-06	7.31886e-06	1.41936e-05	5.15325e-05	1.34156e-05	0.000135722	3.94486e-06	1.21163e-05	5.3349e-06	1.70314e-05	1.63918e-05	6.03941e-05	0.00025294	1.45929e-05	0.000106939	7.07133e-05	2.15783e-05	0.00034951	9.54592e-05
Slc45a2	0	3.31127e-06	0	0	8.50961e-07	5.09296e-06	1.8608e-06	1.62107e-05	3.48885e-06	4.9769e-07	2.43407e-06	4.98733e-06	7.63226e-07	1.09625e-05	8.26265e-06	1.75465e-06	0	1.50706e-06	4.66289e-06	1.05241e-06	0	2.00957e-06	1.00267e-06	1.14292e-06	0
Slc47a1	7.26942e-05	9.31347e-06	5.56207e-06	9.04322e-06	6.87418e-06	2.45336e-05	9.01983e-06	9.09713e-06	1.11673e-05	7.41657e-06	7.5567e-06	7.10999e-06	2.52361e-05	1.0899e-05	1.27772e-05	6.62586e-06	1.42826e-05	0.000147136	3.55722e-06	1.2235e-05	7.60967e-06	4.67768e-06	1.32107e-05	1.14484e-06	4.75734e-06
Slc4a10	2.20149e-05	5.33366e-05	0.00148335	0.000194095	3.26336e-05	4.47901e-05	1.84634e-05	3.05115e-05	5.07685e-05	0.000176331	6.9447e-05	0.000253507	8.81377e-06	2.48767e-05	2.81881e-05	4.87363e-05	5.08459e-05	0.000512026	0.000474756	2.27795e-05	7.83016e-05	0.000106292	3.75574e-05	0.000229879	0.00021048
Slc4a4	0.00018035	0.000186338	7.70631e-05	8.17341e-05	0.000106135	0.000270636	3.33792e-05	0.000192351	0.000308481	0.000167288	6.54465e-05	0.000316521	2.68933e-05	6.99225e-05	0.000172854	0.000283424	0.000175454	0.00175283	0.000142618	0.000244789	0.000170431	0.00128495	0.000159226	9.52639e-05	3.41554e-05
Slc5a7	1.31053e-05	8.61952e-06	2.67857e-06	0	1.39727e-05	1.45543e-05	3.22932e-06	1.12e-05	1.71071e-05	3.5834e-06	9.81308e-06	0.000163522	1.33181e-06	1.0111e-05	6.10978e-06	1.83099e-05	7.38945e-06	1.81224e-05	6.07052e-05	5.74689e-06	3.68148e-06	2.79837e-05	2.18678e-05	6.61382e-06	1.72492e-05
Slc6a13	4.29767e-05	4.79352e-05	3.71999e-05	4.11735e-05	8.99052e-05	0.000100508	6.27858e-05	5.58009e-05	9.93532e-05	3.65596e-05	5.353e-05	8.27686e-05	6.76292e-05	9.37799e-05	5.62829e-05	3.51697e-05	0.00024888	0.00186526	3.53444e-05	0.000101443	0.000108832	4.72781e-05	8.89163e-05	3.17389e-05	9.41529e-06
Slc6a15	1.07439e-05	4.58833e-05	0.00445661	0.000151654	3.7081e-05	5.7829e-05	3.11034e-05	4.15084e-05	4.20076e-05	0.000362703	0.000174013	0.00057271	9.43474e-06	3.42451e-05	5.24719e-05	5.23753e-05	4.23249e-05	0.000119535	0.00030188	2.18529e-05	0.000185649	0.000253605	6.29806e-05	0.000197372	0.000160149
Slc6a2	1.59334e-06	3.32047e-06	0	0	1.41921e-05	6.02666e-06	2.76207e-06	5.07084e-05	7.21042e-06	2.20894e-06	1.19345e-06	5.4436e-05	1.44496e-06	3.19981e-06	1.74478e-05	2.04666e-06	1.00327e-05	4.22488e-06	1.42883e-06	3.49875e-06	6.14306e-06	3.83297e-06	1.17862e-05	1.12222e-05	2.15886e-06
Slc6a20a	1.68146e-06	8.00304e-06	2.57359e-05	1.0724e-05	9.9256e-06	4.82565e-05	2.03615e-05	6.22714e-06	1.79323e-05	1.17033e-05	9.45072e-06	1.57841e-05	1.54579e-05	2.09809e-06	8.8832e-06	9.37236e-06	4.0207e-05	0.000498845	1.10494e-05	5.60494e-06	3.06773e-05	7.65646e-06	2.0704e-05	2.21165e-05	1.8843e-05
Slc6a4	7.68684e-06	9.03137e-06	2.10448e-05	1.92156e-06	1.19351e-05	2.42946e-05	2.91763e-06	9.4052e-06	3.53192e-05	4.25733e-06	1.76725e-05	1.4169e-05	5.81058e-06	9.29906e-06	6.44489e-06	9.04685e-06	1.97083e-05	1.32547e-05	2.71687e-05	4.85301e-06	9.40134e-06	3.83453e-06	4.04754e-06	6.90418e-06	1.93728e-05
Slc7a9	1.54345e-06	4.6266e-06	0	7.49818e-06	2.18845e-06	3.63196e-05	2.98515e-06	3.65029e-06	1.63336e-06	6.80505e-07	1.56194e-06	6.58003e-07	6.78646e-06	4.84074e-06	0	6.09467e-07	6.27059e-06	1.11382e-05	1.43126e-06	1.61042e-06	2.5862e-06	1.2588e-06	1.06234e-05	0	2.065e-06
Slc8a1	0.00628288	0.000448511	4.6432e-05	0.000537011	0.000940026	0.000725585	0.00013144	0.000965313	0.000635293	0.000750505	0.000223775	0.000629312	3.42141e-05	0.000167121	0.000267911	0.00254864	0.00115046	0.000384411	0.00106091	0.000572235	0.000667665	0.000380006	0.00100819	0.001647	0.00084162
Slc8a3	1.07618e-05	0.000428056	6.59096e-06	9.99778e-05	2.82455e-05	4.90051e-05	7.41134e-06	4.45422e-05	4.54479e-05	0.00020384	2.97615e-05	0.000121136	5.50809e-06	1.78582e-05	2.99712e-05	2.53136e-05	6.2225e-05	6.10723e-05	0.000275598	4.32349e-05	6.24757e-05	8.50873e-05	3.11164e-05	0.00025162	0.000223431
Slc9a9	7.87685e-05	0.000100413	5.90103e-05	6.93536e-05	0.000309269	0.000125699	1.93446e-05	0.000234076	0.000101816	3.69076e-05	4.54007e-05	0.000216756	1.98744e-05	6.99508e-05	0.000181929	0.00010723	0.00179529	0.000122989	0.000157447	0.000118629	0.000111435	0.000111791	0.000139949	6.53882e-05	0.000136143
Slc9b2	3.9136e-06	2.5262e-05	2.84592e-06	2.07239e-05	1.52903e-05	2.44014e-05	3.52775e-06	1.65285e-05	9.64065e-06	6.87925e-06	3.8144e-06	3.49212e-05	2.66489e-06	3.87486e-06	1.90419e-05	2.04884e-05	9.57913e-06	1.69937e-05	1.86084e-05	5.77834e-06	3.68895e-06	8.40222e-06	7.99023e-06	9.74614e-06	1.79099e-05
Slco1a4	2.89638e-06	2.27011e-06	0.000451267	2.41369e-06	3.6732e-06	4.70021e-06	2.93937e-06	0	3.8465e-06	0	2.32764e-06	4.48268e-06	0	0	0	6.51709e-06	2.50165e-06	4.70593e-05	1.22204e-06	9.31095e-07	3.22374e-05	1.04949e-05	6.99097e-06	9.34178e-07	3.60258e-06
Slco3a1	0.000111707	0.00014751	8.87717e-05	0.000255117	0.000305718	0.000226215	5.76346e-05	0.000228112	0.000131581	0.000112354	0.000124983	0.00040043	1.31546e-05	8.71987e-05	0.000436818	0.000159416	0.000133636	0.000160029	0.000295291	0.000277869	0.00034863	0.00011867	0.000158801	0.000244654	0.000195484
Slco5a1	2.93788e-06	2.19237e-05	7.24077e-06	0.000371528	2.29607e-05	6.3122e-05	1.36222e-05	7.9897e-05	3.1086e-05	0.000219797	9.56545e-05	0.000149417	4.48992e-06	2.85917e-05	3.62086e-05	2.06847e-05	3.1569e-05	3.54767e-05	0.000232977	4.21394e-05	0.0001884	0.000109101	3.89834e-05	0.00022658	0.000228206
Slfn8	6.77148e-06	5.80428e-06	0	0	1.61524e-06	1.79994e-05	2.59753e-06	1.51016e-05	9.91865e-06	1.06799e-06	4.0696e-07	2.54187e-06	3.53444e-06	2.85394e-06	2.58387e-06	1.09697e-05	5.08291e-05	4.31237e-06	9.31489e-07	1.58621e-06	0	0	3.07657e-06	3.06258e-06	0
Slit2	0.000608567	0.00104012	0.000567814	0.000534176	0.000579651	0.00118187	0.000188025	0.00208111	0.000898702	0.000195257	0.000357043	0.000874928	3.87954e-05	0.00029777	0.000414549	0.00139527	0.000565157	0.00195857	0.00104566	0.000440766	0.000766609	0.00124713	0.000851047	0.000396901	0.000209424
Slit3	0.000249959	0.00119629	9.6772e-05	0.000176628	0.000904869	0.000767736	0.000166055	0.00291257	0.000968284	0.000131841	7.70118e-05	0.000553949	4.00422e-05	0.000266816	0.000490451	0.00273208	0.000633583	0.000480294	0.000345123	0.00026085	0.000275641	0.000179207	0.000902854	9.99983e-05	7.39775e-05
Slitrk4	4.59204e-05	2.67631e-05	0	6.94145e-05	8.43337e-06	2.33834e-05	1.23988e-05	3.95306e-05	3.99782e-05	4.96526e-05	4.19836e-05	0.000101864	3.09028e-06	3.5317e-05	1.13321e-05	3.20128e-05	2.66921e-05	1.89161e-05	0.000132888	6.95528e-05	0.000123635	8.42552e-05	2.28273e-05	0.000133316	5.79761e-05
Sln	0.00176968	0.000688084	0.000250494	0.000424655	0.000517872	0.000735916	0.000364371	0.000478875	0.000828553	0.000460983	0.000621102	0.000535824	0.000266559	0.000442972	0.000638283	0.000591439	0.000946696	0.000469768	0.000365951	0.00719223	0.000635312	0.000514813	0.000609078	0.000368234	0.000437285
Smkr-ps	4.07572e-06	1.1553e-05	3.11268e-05	0	5.49939e-06	7.31647e-06	1.92055e-06	9.58256e-06	2.99238e-06	1.38986e-06	6.95158e-06	3.41583e-06	6.13848e-07	1.59177e-06	3.54512e-06	3.12708e-05	2.00717e-06	1.19259e-05	3.21051e-06	8.78681e-07	7.66586e-06	1.25012e-05	3.28491e-06	0	0
Smpx	0.00168055	7.58511e-05	3.9515e-05	5.70153e-05	9.60349e-05	0.00013999	7.06397e-05	9.09136e-05	0.000177621	4.58284e-05	6.4832e-05	7.30245e-05	3.03505e-05	6.12871e-05	6.51322e-05	8.57191e-05	0.000210804	7.61301e-05	3.82363e-05	0.00145132	5.03766e-05	5.55414e-05	0.000148732	4.16698e-05	4.56636e-05
